Вопрос;Класс;;;;;;;;;;;;;;;;;;;;;;;;
Can you recommend any documentaries on environmental conservation?;0;;;;;;;;;;;;;;;;;;;;;;;;
How do I prepare for a job interview over video call?;0;;;;;;;;;;;;;;;;;;;;;;;;
What are the key differences between an SSD and an HDD?;0;;;;;;;;;;;;;;;;;;;;;;;;
How can I make my home more energy-efficient?;0;;;;;;;;;;;;;;;;;;;;;;;;
What are some effective ways to reduce anxiety naturally?;0;;;;;;;;;;;;;;;;;;;;;;;;
How do I maintain a healthy work-life balance when working from home?;0;;;;;;;;;;;;;;;;;;;;;;;;
Can you suggest some beginner-friendly yoga poses?;0;;;;;;;;;;;;;;;;;;;;;;;;
What's the process for adopting a pet from a shelter?;0;;;;;;;;;;;;;;;;;;;;;;;;
How can I improve my credit score quickly?;0;;;;;;;;;;;;;;;;;;;;;;;;
What are some quick and healthy breakfast ideas?;0;;;;;;;;;;;;;;;;;;;;;;;;
How do I change the language settings on my device?;0;;;;;;;;;;;;;;;;;;;;;;;;
What are the signs of dehydration, and how can I prevent it?;0;;;;;;;;;;;;;;;;;;;;;;;;
Can you recommend any apps for meditation and mindfulness?;0;;;;;;;;;;;;;;;;;;;;;;;;
How do I know when it's time to replace my smartphone?;0;;;;;;;;;;;;;;;;;;;;;;;;
What are some tips for creating a successful YouTube channel?;0;;;;;;;;;;;;;;;;;;;;;;;;
How can I stay motivated to exercise regularly?;0;;;;;;;;;;;;;;;;;;;;;;;;
What are the best practices for securing my online accounts?;0;;;;;;;;;;;;;;;;;;;;;;;;
Can you explain the pricing structure for your services?;0;;;;;;;;;;;;;;;;;;;;;;;;
How often do you release software updates or new features?;0;;;;;;;;;;;;;;;;;;;;;;;;
What kind of customer support options do you offer?;0;;;;;;;;;;;;;;;;;;;;;;;;
Is your product compatible with [specific operating system or device]?;0;;;;;;;;;;;;;;;;;;;;;;;;
How secure is your platform, and what measures do you take to protect user data?;0;;;;;;;;;;;;;;;;;;;;;;;;
Can I get a refund if I'm not satisfied with your product or service?;0;;;;;;;;;;;;;;;;;;;;;;;;
Do you offer any discounts or promotions for new customers?;0;;;;;;;;;;;;;;;;;;;;;;;;
How long has your company been in business?;0;;;;;;;;;;;;;;;;;;;;;;;;
"What sets your product apart from competitors in the market?
How long has your company been in business?
Hello
its me
MARIO!!!!!!!!!!";0;;;;;;;;;;;;;;;;;;;;;;;;
Can you provide me with some customer testimonials or reviews?;0;;;;;;;;;;;;;;;;;;;;;;;;
How easy is it to cancel or modify my subscription plan?;0;;;;;;;;;;;;;;;;;;;;;;;;
Do you offer any training or educational resources for users?;0;;;;;;;;;;;;;;;;;;;;;;;;
What payment methods do you accept?;0;;;;;;;;;;;;;;;;;;;;;;;;
How do you handle software bugs or technical issues?;0;;;;;;;;;;;;;;;;;;;;;;;;
Can I customize or personalize your product to suit my specific needs?;0;;;;;;;;;;;;;;;;;;;;;;;;
What are the system requirements for using your software?;0;;;;;;;;;;;;;;;;;;;;;;;;
Do you offer any enterprise or bulk pricing options?;0;;;;;;;;;;;;;;;;;;;;;;;;
How often do you update your knowledge base or documentation?;0;;;;;;;;;;;;;;;;;;;;;;;;
Can you walk me through the onboarding process for new users?;0;;;;;;;;;;;;;;;;;;;;;;;;
What kind of integrations or third-party connections does your product support?;0;;;;;;;;;;;;;;;;;;;;;;;;
How do you ensure compliance with industry regulations or standards?;0;;;;;;;;;;;;;;;;;;;;;;;;
Is there a free trial or demo available to test your product?;0;;;;;;;;;;;;;;;;;;;;;;;;
Can you provide me with some examples of how your product has helped other customers?;0;;;;;;;;;;;;;;;;;;;;;;;;
What kind of scalability or growth options do you offer for businesses?;0;;;;;;;;;;;;;;;;;;;;;;;;
Do you have any plans for future product developments or roadmap?;0;;;;;;;;;;;;;;;;;;;;;;;;
A.;0;;;;;;;;;;;;;;;;;;;;;;;;
B. Zany zebras zigzagging zestfully.;0;;;;;;;;;;;;;;;;;;;;;;;;
C. Q.;0;;;;;;;;;;;;;;;;;;;;;;;;
D. Jubilant jackrabbits juggling jalapeños joyously join jazzy jaguars jitterbugging in January.;0;;;;;;;;;;;;;;;;;;;;;;;;
Privet, kak dela?;0;;;;;;;;;;;;;;;;;;;;;;;;
qwerty;0;;;;;;;;;;;;;;;;;;;;;;;;
asdfghjklzxcvbnmqwertyuiopasdfghjklzxcvbnmqwertyuiop;0;;;;;;;;;;;;;;;;;;;;;;;;
Nadeyus, u tebya vse xorosho.;0;;;;;;;;;;;;;;;;;;;;;;;;
F. M.;0;;;;;;;;;;;;;;;;;;;;;;;;
G. Frolicking foxes fabricate fanciful fables.;0;;;;;;;;;;;;;;;;;;;;;;;;
H. T;0;;;;;;;;;;;;;;;;;;;;;;;;
I. Plucky penguins parading in paisley pajamas play peculiar piccolos, perplexing passing pelicans.;0;;;;;;;;;;;;;;;;;;;;;;;;
Do vstrechi v sleduyushiy raz!;0;;;;;;;;;;;;;;;;;;;;;;;;
nebo pokrylos' tyazhelymi tuchami;0;;;;;;;;;;;;;;;;;;;;;;;;
bnmqwertyuiopasdfghjklzxcvbnmqwertyuiopasdfg;0;;;;;;;;;;;;;;;;;;;;;;;;
K. B;0;;;;;;;;;;;;;;;;;;;;;;;;
L. Dancing dolphins;0;;;;;;;;;;;;;;;;;;;;;;;;
M. X;0;;;;;;;;;;;;;;;;;;;;;;;;
N. Sunlit saffron seashells silently singing serenades;0;;;;;;;;;;;;;;;;;;;;;;;;
utro nachalos' s yarkogo voskhoda solntsa;0;;;;;;;;;;;;;;;;;;;;;;;;
qwerty;0;;;;;;;;;;;;;;;;;;;;;;;;
asdf ghjkl zxcvbnm qwerty uiopas dfghjk lzxcvb nmqwer tyuiop;0;;;;;;;;;;;;;;;;;;;;;;;;
doroga domoy byla ochen' dlinnoy;0;;;;;;;;;;;;;;;;;;;;;;;;
fghjkl qwerty uiopas dfghjk lzxcvb nmqwer tyuiop asdfgh jklzxc vbnmqw ertyui opasdf ghjklz xcvbnm qwerty uiopas dfghjk lzxcvb nmqwer tyuiop asdfgh jklzxc ;0;;;;;;;;;;;;;;;;;;;;;;;;
bnmqw ertyu iopas dfghj klzxc vbnmq werty uiopa sdfgh jklzx cvbnm qwert yuiop asdfg hjklz xcvbn mqwer tyuio pasdf ghjkl zxcvb nmqwe rtyui opas dfghj klzxc vbnmq werty ui;0;;;;;;;;;;;;;;;;;;;;;;;;
a b;0;;;;;;;;;;;;;;;;;;;;;;;;
sas;0;;;;;;;;;;;;;;;;;;;;;;;;
privet kak dela segodnya ya hochу prigotovit' blinchiki na zavtrak eto prosto nevozmozhno sdelat' davay poidem pogulyat' v parke;0;;;;;;;;;;;;;;;;;;;;;;;;
Krasochnye koshki kosyat kosoy;0;;;;;;;;;;;;;;;;;;;;;;;;
Plavayushchiye pingviny pod pechal'nyy pianino;0;;;;;;;;;;;;;;;;;;;;;;;;
Zvezdnye zhabry zazhigayut zarnitsy;0;;;;;;;;;;;;;;;;;;;;;;;;
Skripuchiy sneg pod sinimi sklonami;0;;;;;;;;;;;;;;;;;;;;;;;;
Tantsuyushchiye tuchki na tramvaynykh putyakh;0;;;;;;;;;;;;;;;;;;;;;;;;
Ulybayushchiysya ulyotnyy ulybok;0;;;;;;;;;;;;;;;;;;;;;;;;
Volshebnye vishni vo vremeni vishnevogo varenya;0;;;;;;;;;;;;;;;;;;;;;;;;
Shumnye shashki na shokoladnykh shakhmatakh;0;;;;;;;;;;;;;;;;;;;;;;;;
 Khrustal'nye khrushchi khrustyat khrustal';0;;;;;;;;;;;;;;;;;;;;;;;;
Yarko-yellowye yakorya yarko yarkikh yalov;0;;;;;;;;;;;;;;;;;;;;;;;;
@rT!5t$W0rld*~;0;;;;;;;;;;;;;;;;;;;;;;;;
%Sun$etL0v3r^&()_;0;;;;;;;;;;;;;;;;;;;;;;;;
$pace!Trek#42<>;0;;;;;;;;;;;;;;;;;;;;;;;;
!ceCr3am&SuMM3r<>;0;;;;;;;;;;;;;;;;;;;;;;;;
^C0d3&H@ck()+;0;;;;;;;;;;;;;;;;;;;;;;;;
$tr@wb3rryF!3ld$<>;0;;;;;;;;;;;;;;;;;;;;;;;;
T!m3Tr@v3L&^%$#@;0;;;;;;;;;;;;;;;;;;;;;;;;
P!x3l&P@!nt()+;0;;;;;;;;;;;;;;;;;;;;;;;;
L!gh+h0u$e@Sea#<>;0;;;;;;;;;;;;;;;;;;;;;;;;
B00kW0rm&Libr@ry*~;0;;;;;;;;;;;;;;;;;;;;;;;;
Qs2!@#$%^&()_+;0;;;;;;;;;;;;;;;;;;;;;;;;
7Zy9Xw8Vr6Tq5Ps4;0;;;;;;;;;;;;;;;;;;;;;;;;
~`!@#$%^&()+{};0;;;;;;;;;;;;;;;;;;;;;;;;
0Mn9Lk8Jh7Fg6Dc5;0;;;;;;;;;;;;;;;;;;;;;;;;
"?><,./:;'[]-=+";0;;;;;;;;;;;;;;;;;;;;;;;;
3Bx2Aw1Zv0Yu9Xt8;0;;;;;;;;;;;;;;;;;;;;;;;;
|¬¦§¨¡¿¬¦§¨¡¿;0;;;;;;;;;;;;;;;;;;;;;;;;
Wq9Rp8Sq7Rr6Ts5;0;;;;;;;;;;;;;;;;;;;;;;;;
©®¢£¤¥¦§¨©ª«¬;0;;;;;;;;;;;;;;;;;;;;;;;;
4Ey3Fx2Gy1Hz0Iy9;0;;;;;;;;;;;;;;;;;;;;;;;;
ya hachu pizzy;0;;;;;;;;;;;;;;;;;;;;;;;;
net)0);0;;;;;;;;;;;;;;;;;;;;;;;;
Retail sales bounced back a bit in July, and new claims for jobless benefits fell last week, the government said Thursday, indicating the economy is improving from a midsummer slump.;0;;;;;;;;;;;;;;;;;;;;;;;;
Soaring crude prices plus worries about the economy and the outlook for earnings are expected to hang over the stock market next week during the depth of the summer doldrums.;0;;;;;;;;;;;;;;;;;;;;;;;;
Wall St. Bears Claw Back Into the Black NEW YORK (Reuters) - Short-sellers, Wall Street's dwindling band of ultra-cynics, are seeing green again.;0;;;;;;;;;;;;;;;;;;;;;;;;
Non-OPEC Nations Should Up Output-Purnomo JAKARTA (Reuters) - Non-OPEC oil exporters should consider increasing output to cool record crude prices, OPEC President Purnomo Yusgiantoro said on Sunday.;0;;;;;;;;;;;;;;;;;;;;;;;;
Kids Rule for Back-to-School The purchasing power of kids is a big part of why the back-to-school season has become such a huge marketing phenomenon.;0;;;;;;;;;;;;;;;;;;;;;;;;
HP shares tumble on profit news Hewlett-Packard shares fall after disappointing third-quarter profits, while the firm warns the final quarter will also fall short of expectations.;0;;;;;;;;;;;;;;;;;;;;;;;;
"EA Sports would like to think it was because ""Madden NFL 2005"" came out that day, and some fans of the football simulation are rabid enough to take a sick day to play it.";0;;;;;;;;;;;;;;;;;;;;;;;;
Video games 'good for children' Computer games can promote problem-solving and team-building in children, say games industry experts.;0;;;;;;;;;;;;;;;;;;;;;;;;
released on Tuesday the latest version of its software for editing and organizing digital photographs and images to tap into widespread demand for digital cameras and photography.;0;;;;;;;;;;;;;;;;;;;;;;;;
 the company had accused of spending millions of dollars on cars and real estate to sabotage a joint venture he ran so he could purchase it for a bargain price.;0;;;;;;;;;;;;;;;;;;;;;;;;
Как сбросить пароль, если старый забыт?;0;;;;;;;;;;;;;;;;;;;;;;;;
Рекомендуйте книгу для начинающего программиста.;0;;;;;;;;;;;;;;;;;;;;;;;;
Сколько воды нужно пить в день?;0;;;;;;;;;;;;;;;;;;;;;;;;
Почему небо голубое?;0;;;;;;;;;;;;;;;;;;;;;;;;
Какие фильмы вышли в этом году?;0;;;;;;;;;;;;;;;;;;;;;;;;
Как правильно ухаживать за комнатными растениями?;0;;;;;;;;;;;;;;;;;;;;;;;;
Где найти хорошие курсы по фотографии?;0;;;;;;;;;;;;;;;;;;;;;;;;
Что такое черная дыра?;0;;;;;;;;;;;;;;;;;;;;;;;;
Как приготовить идеальный стейк?;0;;;;;;;;;;;;;;;;;;;;;;;;
Почему кошки мурлыкают?;0;;;;;;;;;;;;;;;;;;;;;;;;
Какие страны лучше всего посетить летом?;0;;;;;;;;;;;;;;;;;;;;;;;;
Как быстро выучить новый язык?;0;;;;;;;;;;;;;;;;;;;;;;;;
Чем полезен зеленый чай?;0;;;;;;;;;;;;;;;;;;;;;;;;
Какие приложения помогут организовать свой день?;0;;;;;;;;;;;;;;;;;;;;;;;;
Какие упражнения лучше всего подходят для утренней зарядки?;0;;;;;;;;;;;;;;;;;;;;;;;;
Как выбрать хороший фотоаппарат?;0;;;;;;;;;;;;;;;;;;;;;;;;
Какие есть способы релаксации после работы?;0;;;;;;;;;;;;;;;;;;;;;;;;
Что подарить другу на день рождения?;0;;;;;;;;;;;;;;;;;;;;;;;;
Какие существуют методы саморазвития?;0;;;;;;;;;;;;;;;;;;;;;;;;
Как сохранить загар на долгое время?;0;;;;;;;;;;;;;;;;;;;;;;;;
Почему важно путешествовать?;0;;;;;;;;;;;;;;;;;;;;;;;;
Как улучшить свои навыки публичных выступлений?;0;;;;;;;;;;;;;;;;;;;;;;;;
Что нужно знать, начиная вести здоровый образ жизни?;0;;;;;;;;;;;;;;;;;;;;;;;;
Где искать вдохновение для творчества?;0;;;;;;;;;;;;;;;;;;;;;;;;
Как правильно заботиться о домашних питомцах?;0;;;;;;;;;;;;;;;;;;;;;;;;
Как мне оформить заказ на вашем сайте?;0;;;;;;;;;;;;;;;;;;;;;;;;
Сколько будет стоить доставка в мой город?;0;;;;;;;;;;;;;;;;;;;;;;;;
Не могли бы вы предоставить более подробную информацию об этом продукте?;0;;;;;;;;;;;;;;;;;;;;;;;;
У меня проблема с установкой вашего приложения, кто может помочь?;0;;;;;;;;;;;;;;;;;;;;;;;;
Я хотел бы оставить отзыв о вашем сервисе.;0;;;;;;;;;;;;;;;;;;;;;;;;
Каковы сроки выполнения этого заказа?;0;;;;;;;;;;;;;;;;;;;;;;;;
Мне нужно вернуть товар, как мне лучше поступить?;0;;;;;;;;;;;;;;;;;;;;;;;;
Можно ли оплатить услугу частями?;0;;;;;;;;;;;;;;;;;;;;;;;;
Ваш продукт полностью соответствует заявленным характеристикам?;0;;;;;;;;;;;;;;;;;;;;;;;;
Я потерял инструкцию по эксплуатации, где ее можно найти?;0;;;;;;;;;;;;;;;;;;;;;;;;
Здравствуйте, я бы хотел записаться на консультацию.;0;;;;;;;;;;;;;;;;;;;;;;;;
Какие способы оплаты вы принимаете?;0;;;;;;;;;;;;;;;;;;;;;;;;
Могу ли я рассчитывать на скидку в качестве постоянного клиента?;0;;;;;;;;;;;;;;;;;;;;;;;;
Ваша компания предоставляет гарантию на товары?;0;;;;;;;;;;;;;;;;;;;;;;;;
Есть ли у вас филиалы в других городах?;0;;;;;;;;;;;;;;;;;;;;;;;;
"Добрый день, я звоню по поводу вакансии менеджера. 
Алло….....
Ну ответь
Ну пж";0;;;;;;;;;;;;;;;;;;;;;;;;
Как мне активировать пробную версию вашего программного обеспечения?;0;;;;;;;;;;;;;;;;;;;;;;;;
Я хотел бы подписаться на вашу рассылку новостей.;0;;;;;;;;;;;;;;;;;;;;;;;;
К сожалению, ваш сайт не открывается, что можно сделать?;0;;;;;;;;;;;;;;;;;;;;;;;;
Здравствуйте, я клиент вашей компании, у меня есть несколько предложений по улучшению сервиса.;0;;;;;;;;;;;;;;;;;;;;;;;;
Можно ли заказать индивидуальную разработку под мои требования?;0;;;;;;;;;;;;;;;;;;;;;;;;
Ваша компания занимается ремонтом этой модели телефонов?;0;;;;;;;;;;;;;;;;;;;;;;;;
Как мне узнать актуальное расписание вашего офиса?;0;;;;;;;;;;;;;;;;;;;;;;;;
Здравствуйте, я потерял пароль от своей учетной записи.;0;;;;;;;;;;;;;;;;;;;;;;;;
Я хотел бы получить консультацию по выбору подходящего товара.;0;;;;;;;;;;;;;;;;;;;;;;;;
Добрый день, я хотел бы оформить возврат денежных средств за некачественный товар.;0;;;;;;;;;;;;;;;;;;;;;;;;
У меня проблема с установкой вашего программного обеспечения, можете помочь?;0;;;;;;;;;;;;;;;;;;;;;;;;
Каковы условия участия в вашей бонусной программе для постоянных клиентов?;0;;;;;;;;;;;;;;;;;;;;;;;;
Здравствуйте, я бы хотел записаться на мастер-класс по использованию вашего продукта.;0;;;;;;;;;;;;;;;;;;;;;;;;
Можно ли заказать услугу с выездом специалиста на дом?;0;;;;;;;;;;;;;;;;;;;;;;;;
Ваша компания предоставляет скидки для студентов и пенсионеров?;0;;;;;;;;;;;;;;;;;;;;;;;;
Как мне узнать актуальный прайс-лист на ваши товары и услуги?;0;;;;;;;;;;;;;;;;;;;;;;;;
Я потерял чек на покупку, можно ли его восстановить?;0;;;;;;;;;;;;;;;;;;;;;;;;
Здравствуйте, у меня вопрос по гарантийному ремонту техники.;0;;;;;;;;;;;;;;;;;;;;;;;;
Ваш сайт не работает на мобильных устройствах, когда это будет исправлено?;0;;;;;;;;;;;;;;;;;;;;;;;;
Можно ли объединить несколько заказов в один для удобства доставки?;0;;;;;;;;;;;;;;;;;;;;;;;;
Я хотел бы подписаться на вашу рассылку с актуальными акциями и скидками.;0;;;;;;;;;;;;;;;;;;;;;;;;
К сожалению, товар пришел с дефектом, как мне поступить дальше?;0;;;;;;;;;;;;;;;;;;;;;;;;
Здравствуйте, я клиент вашей компании, у меня есть жалоба на работу курьера.;0;;;;;;;;;;;;;;;;;;;;;;;;
Можете ли вы предоставить образцы ваших товаров для ознакомления?;0;;;;;;;;;;;;;;;;;;;;;;;;
Добрый день, я хотел бы узнать условия сотрудничества для партнеров.;0;;;;;;;;;;;;;;;;;;;;;;;;
Какие методы оплаты вы принимаете для юридических лиц?;0;;;;;;;;;;;;;;;;;;;;;;;;
Ваша компания занимается ремонтом бытовой техники на дому?;0;;;;;;;;;;;;;;;;;;;;;;;;
Я потерял инструкцию по эксплуатации, где ее можно скачать?;0;;;;;;;;;;;;;;;;;;;;;;;;
Здравствуйте, меня интересует вакансия менеджера по продажам в вашей компании.;0;;;;;;;;;;;;;;;;;;;;;;;;
Можно ли заказать индивидуальный дизайн продукта под мои требования?;0;;;;;;;;;;;;;;;;;;;;;;;;
У вас есть филиалы или представительства в других городах?;0;;;;;;;;;;;;;;;;;;;;;;;;
Как мне активировать пробную версию вашего программного продукта?;0;;;;;;;;;;;;;;;;;;;;;;;;
Я хотел бы оставить отзыв о работе вашей компании на сайте.;0;;;;;;;;;;;;;;;;;;;;;;;;
Добрый день, я звоню по поводу возможности удаленной работы в вашей фирме.;0;;;;;;;;;;;;;;;;;;;;;;;;
Какие есть хобби, которые помогут отдохнуть от работы?;0;;;;;;;;;;;;;;;;;;;;;;;;
Как подготовиться к первому полумарафону?;0;;;;;;;;;;;;;;;;;;;;;;;;
Какие сериалы рекомендуют для совместного просмотра с друзьями?;0;;;;;;;;;;;;;;;;;;;;;;;;
Что такое эко-стиль в интерьере?;0;;;;;;;;;;;;;;;;;;;;;;;;
Как правильно выбрать велосипед для города?;0;;;;;;;;;;;;;;;;;;;;;;;;
я ;0;;;;;;;;;;;;;;;;;;;;;;;;
я съел деда;0;;;;;;;;;;;;;;;;;;;;;;;;
бипки;0;;;;;;;;;;;;;;;;;;;;;;;;
привет;0;;;;;;;;;;;;;;;;;;;;;;;;
1;0;;;;;;;;;;;;;;;;;;;;;;;;
2;0;;;;;;;;;;;;;;;;;;;;;;;;
3;0;;;;;;;;;;;;;;;;;;;;;;;;
4;0;;;;;;;;;;;;;;;;;;;;;;;;
5;0;;;;;;;;;;;;;;;;;;;;;;;;
6;0;;;;;;;;;;;;;;;;;;;;;;;;
7;0;;;;;;;;;;;;;;;;;;;;;;;;
8;0;;;;;;;;;;;;;;;;;;;;;;;;
9;0;;;;;;;;;;;;;;;;;;;;;;;;
0;0;;;;;;;;;;;;;;;;;;;;;;;;
1337;0;;;;;;;;;;;;;;;;;;;;;;;;
а;0;;;;;;;;;;;;;;;;;;;;;;;;
матье;0;;;;;;;;;;;;;;;;;;;;;;;;
яспер;0;;;;;;;;;;;;;;;;;;;;;;;;
яфа;0;;;;;;;;;;;;;;;;;;;;;;;;
яна;0;;;;;;;;;;;;;;;;;;;;;;;;
a;0;;;;;;;;;;;;;;;;;;;;;;;;
b;0;;;;;;;;;;;;;;;;;;;;;;;;
c;0;;;;;;;;;;;;;;;;;;;;;;;;
xyz;0;;;;;;;;;;;;;;;;;;;;;;;;
+;0;;;;;;;;;;;;;;;;;;;;;;;;
-;0;;;;;;;;;;;;;;;;;;;;;;;;
*;0;;;;;;;;;;;;;;;;;;;;;;;;
/;0;;;;;;;;;;;;;;;;;;;;;;;;
_;0;;;;;;;;;;;;;;;;;;;;;;;;
?;0;;;;;;;;;;;;;;;;;;;;;;;;
!;0;;;;;;;;;;;;;;;;;;;;;;;;
@;0;;;;;;;;;;;;;;;;;;;;;;;;
$;0;;;;;;;;;;;;;;;;;;;;;;;;
#;0;;;;;;;;;;;;;;;;;;;;;;;;
№;0;;;;;;;;;;;;;;;;;;;;;;;;
,;0;;;;;;;;;;;;;;;;;;;;;;;;
.;0;;;;;;;;;;;;;;;;;;;;;;;;
:;0;;;;;;;;;;;;;;;;;;;;;;;;
%;0;;;;;;;;;;;;;;;;;;;;;;;;
";";0;;;;;;;;;;;;;;;;;;;;;;;;
';0;;;;;;;;;;;;;;;;;;;;;;;;
"""";0;;;;;;;;;;;;;;;;;;;;;;;;
=;0;;;;;;;;;;;;;;;;;;;;;;;;
|;0;;;;;;;;;;;;;;;;;;;;;;;;
\;0;;;;;;;;;;;;;;;;;;;;;;;;
{;0;;;;;;;;;;;;;;;;;;;;;;;;
};0;;;;;;;;;;;;;;;;;;;;;;;;
[;0;;;;;;;;;;;;;;;;;;;;;;;;
];0;;;;;;;;;;;;;;;;;;;;;;;;
бал);0;;;;;;;;;;;;;;;;;;;;;;;;
